ID,Name,Strength,Generic Name,Manufactured by,Unit Price
11641,Metrogard,400 mg,Metronidazole,Guardian Healthcare Ltd.,Unit Price : ৳ 1.26
11642,Metrogyl,400 mg,Metronidazole,Rephco Pharmaceuticals Ltd.,Unit Price : ৳ 1.10
11643,Metrogyl,200 mg,Metronidazole,Rephco Pharmaceuticals Ltd.,Unit Price : ৳ 1.25
11644,Metrogyl,200 mg/5 ml,Metronidazole,Rephco Pharmaceuticals Ltd.,60 ml bottle : ৳ 25.00
11645,Metrol,400 mg,Metronidazole,Indo Bangla Pharmaceutical,Unit Price : ৳ 1.00
11646,Metrol,200 mg/5 ml,Metronidazole,Indo Bangla Pharmaceutical,60 ml bottle : ৳ 21.00
11647,Metrolin,400 mg,Metronidazole,City Overseas Ltd.,Unit Price : ৳ 1.14
11648,Metromax,500 mg/100 ml,Metronidazole,Novo Healthcare and Pharma Ltd.,100 ml bottle : ৳ 52.16
11649,Metromax,400 mg,Metronidazole,Novo Healthcare and Pharma Ltd.,Unit Price : ৳ 1.35
11650,Metron,400 mg,Metronidazole,Leon Pharmaceuticals Ltd.,Unit Price : ৳ 1.00
11651,Metrona,400 mg,Metronidazole,Aztec Pharmaceuticals Ltd.,Unit Price : ৳ 1.00
11652,Metrona,200 mg/5 ml,Metronidazole,Aztec Pharmaceuticals Ltd.,60 ml bottle : ৳ 24.00
11653,Metropill,200 mg/5 ml,Metronidazole,Medimet Pharmaceuticals Ltd.,60 ml bottle : ৳ 22.00
11654,Metropill,200 mg,Metronidazole,Medimet Pharmaceuticals Ltd.,Unit Price : ৳ 0.60
11655,Metropill,400 mg,Metronidazole,Medimet Pharmaceuticals Ltd.,Unit Price : ৳ 1.10
11656,Metrosil,400 mg,Metronidazole,Silva Pharmaceuticals Ltd.,Unit Price : ৳ 1.00
11657,Metrosil,200 mg/5 ml,Metronidazole,Silva Pharmaceuticals Ltd.,60 ml bottle : ৳ 19.07
11658,Metroson,400 mg,Metronidazole,Hudson Pharmaceuticals Ltd.,Unit Price : ৳ 1.05
11659,Metroson,200 mg/5 ml,Metronidazole,Hudson Pharmaceuticals Ltd.,60 ml bottle : ৳ 18.00
11660,Metrozen,400 mg,Metronidazole,Zenith Pharmaceuticals Ltd.,Unit Price : ৳ 1.07
11661,Metrozen,200 mg/5 ml,Metronidazole,Zenith Pharmaceuticals Ltd.,60 ml bottle : ৳ 21.44
11662,Metryl,500 mg,Metronidazole,Opsonin Pharma Ltd.,Unit Price : ৳ 1.91
11663,Metryl,200 mg,Metronidazole,Opsonin Pharma Ltd.,Unit Price : ৳ 0.67
11664,Metryl,400 mg,Metronidazole,Opsonin Pharma Ltd.,Unit Price : ৳ 1.27
11665,Metryl,200 mg/5 ml,Metronidazole,Opsonin Pharma Ltd.,60 ml bottle : ৳ 29.59
11666,Metryl,500 mg/100 ml,Metronidazole,Opsonin Pharma Ltd.,100 ml bottle : ৳ 53.57
11667,Metsa,850 mg,Metformin Hydrochloride,Sanofi Bangladesh Ltd.,Unit Price : ৳ 5.02
11668,Metsa,500 mg,Metformin Hydrochloride,Sanofi Bangladesh Ltd.,Unit Price : ৳ 3.01
11669,Metsa XR,500 mg,Metformin Hydrochloride,Sanofi Bangladesh Ltd.,Unit Price : ৳ 6.02
11670,Metsa XR,1000 mg,Metformin Hydrochloride,Sanofi Bangladesh Ltd.,Unit Price : ৳ 9.00
11671,Metsina,200 mg/5 ml,Metronidazole,Ibn Sina Pharmaceuticals Ltd.,60 ml bottle : ৳ 29.50
11672,Metsina,400 mg,Metronidazole,Ibn Sina Pharmaceuticals Ltd.,Unit Price : ৳ 1.55
11673,Metsina,500 mg/100 ml,Metronidazole,Ibn Sina Pharmaceuticals Ltd.,100 ml bottle : ৳ 75.00
11674,Mevelum,(3.5 gm+135 mg)/sachet,Ispaghula Husk + Mebeverine Hydrochloride,Ziska Pharmaceuticals Ltd.,3.5 gm sachet : ৳ 14.00
11675,Meverine,135 mg,Mebeverine Hydrochloride,Drug International Ltd.,Unit Price : ৳ 6.05
11676,Meverine SR,200 mg,Mebeverine Hydrochloride,Drug International Ltd.,Unit Price : ৳ 10.05
11677,Mevigut SR,200 mg,Mebeverine Hydrochloride,NIPRO JMI Pharma Ltd.,Unit Price : ৳ 10.00
11678,Mevin,135 mg,Mebeverine Hydrochloride,Square Pharmaceuticals Ltd.,Unit Price : ৳ 6.02
11679,Mevin SR,200 mg,Mebeverine Hydrochloride,Square Pharmaceuticals Ltd.,Unit Price : ৳ 10.03
11680,Mexclav,250 mg+62.5 mg,Cefuroxime Axetil + Clavulanic Acid,Biopharma Laboratories Ltd.,Unit Price : ৳ 30.00
11681,Mexclav,500 mg+125 mg,Cefuroxime Axetil + Clavulanic Acid,Biopharma Laboratories Ltd.,Unit Price : ৳ 50.00
11682,Mexiderm,0.10%,Betamethasone Valerate,Biopharma Laboratories Ltd.,15 gm tube : ৳ 25.09
11683,Mexiderm,0.10%,Betamethasone Valerate,Biopharma Laboratories Ltd.,15 gm tube : ৳ 30.20
11684,Mexiderm-F,2%+0.1%,Fucidic Acid + Betamethasone,Biopharma Laboratories Ltd.,10 gm tube : ৳ 150.00
11685,Mexiderm-N,0.1%+0.5%,Betamethasone + Neomycin Sulphate (Topical),Biopharma Laboratories Ltd.,5 gm tube : ৳ 14.83
11686,Mexiderm-N,0.1%+0.5%,Betamethasone + Neomycin Sulphate (Topical),Biopharma Laboratories Ltd.,5 gm tube : ৳ 16.11
11687,Mexilyt,4 mg/5 ml,Bromhexine Hydrochloride,Pharmadesh Laboratories Ltd.,60 ml bottle : ৳ 18.06
11688,Mexlo,0.30%,Lomefloxacin (Ophthalmic),Square Pharmaceuticals Ltd.,5 ml drop : ৳ 70.21
11689,Mextil,125 mg/5 ml,Cefuroxime Axetil,Biopharma Laboratories Ltd.,70 ml bottle : ৳ 201.35
11690,Mextil,500 mg,Cefuroxime Axetil,Biopharma Laboratories Ltd.,Unit Price : ৳ 45.31
11691,Mextil,750 mg/vial,Cefuroxime Axetil,Biopharma Laboratories Ltd.,750 mg vial : ৳ 125.37
11692,Mextil,250 mg,Cefuroxime Axetil,Biopharma Laboratories Ltd.,Unit Price : ৳ 25.17
11693,Mextil DS,250 mg/5 ml,Cefuroxime Axetil,Biopharma Laboratories Ltd.,50 ml bottle : ৳ 251.70
11694,Mez,500 mg/100 ml,Metronidazole,Renata Limited,100 ml bottle : ৳ 70.00
11695,Mezest,40 mg,Megestrol Acetate (Tablet),Beacon Pharmaceuticals Ltd.,Unit Price : ৳ 35.00
11696,Mezest,160 mg,Megestrol Acetate (Tablet),Beacon Pharmaceuticals Ltd.,Unit Price : ৳ 90.00
11697,Mezoxia,160 mg,Megestrol Acetate (Tablet),Everest Pharmaceuticals Ltd.,Unit Price : ৳ 80.00
11698,MFC,0.50%,Moxifloxacin Hydrochloride (Ophthalmic),Nipa Pharmaceuticals Ltd.,5 ml drop : ৳ 100.00
11699,MFC-XG,0.5%+0.4%,Moxifloxacin Hydrochloride + Xanthan Gum,Nipa Pharmaceuticals Ltd.,5 ml drop : ৳ 145.00
11700,MHC,2%+1%,Miconazole Nitrate + Hydrocortisone,Sharif Pharmaceuticals Ltd.,10 gm tube : ৳ 40.12
11701,Miacalcic,100 IU/ml,Salmon Calcitonin,Novartis (Bangladesh) Ltd.,1 ml ampoule : ৳ 591.00
11702,MIC,2%,Miconazole Nitrate (Topical),Globe Pharmaceuticals Ltd.,10 gm tube : ৳ 35.00
11703,Mic-HC,2%+1%,Miconazole Nitrate + Hydrocortisone,Globe Pharmaceuticals Ltd.,10 gm tube : ৳ 40.00
11704,Micac,1000 mg+327 mg+500 mg,Calcium Lactate Gluconate + Calcium Carbonate + Vitamin C,Millat Pharmaceuticals Ltd.,Unit Price : ৳ 7.80
11705,Miclo,0.05%,Clobetasone Butyrate,General Pharmaceuticals Ltd.,10 gm tube : ৳ 40.27
11706,Miclo,0.05%,Clobetasone Butyrate,General Pharmaceuticals Ltd.,10 gm tube : ৳ 40.27
11707,Miclocin,500 mg,Cloxacillin Sodium,Millat Pharmaceuticals Ltd.,Unit Price : ৳ 5.95
11708,Miclocin,125 mg/5 ml,Cloxacillin Sodium,Millat Pharmaceuticals Ltd.,100 ml bottle : ৳ 44.67
11709,Miclofen,50 mg,Diclofenac Sodium,Millat Pharmaceuticals Ltd.,Unit Price : ৳ 0.84
11710,Miclofen TR,100 mg,Diclofenac Sodium,Millat Pharmaceuticals Ltd.,Unit Price : ৳ 3.03
11711,Miclofenac,50 mg+200 mcg,Diclofenac Sodium + Misoprostol,Square Pharmaceuticals Ltd.,Unit Price : ৳ 10.07
11712,Miclofenac,75 mg+200 mcg,Diclofenac Sodium + Misoprostol,Square Pharmaceuticals Ltd.,Unit Price : ৳ 11.07
11713,Micoderm,2%,Miconazole Nitrate (Topical),Drug International Ltd.,10 gm tube : ৳ 40.00
11714,Micoderm,2% w/w,Miconazole Nitrate (Oral Gel),Drug International Ltd.,15 gm tube : ৳ 60.00
11715,Micoderm-HC,2%+1%,Miconazole Nitrate + Hydrocortisone,Drug International Ltd.,10 gm tube : ৳ 40.00
11716,Micofun,2% w/w,Miconazole Nitrate (Oral Gel),Navana Pharmaceuticals Ltd.,15 gm tube : ৳ 60.00
11717,Micofun-HC,2%+1%,Miconazole Nitrate + Hydrocortisone,Navana Pharmaceuticals Ltd.,10 gm tube : ৳ 40.00
11718,Micogyl,200 mg/5 ml,Metronidazole,Globe Pharmaceuticals Ltd.,60 ml bottle : ৳ 29.88
11719,Micogyl,500 mg/100 ml,Metronidazole,Globe Pharmaceuticals Ltd.,100 ml bottle : ৳ 53.41
11720,Micogyl,400 mg,Metronidazole,Globe Pharmaceuticals Ltd.,Unit Price : ৳ 1.20
11721,Miconex,2%,Miconazole Nitrate (Topical),ACI Limited,10 gm tube : ৳ 39.00
11722,Miconil,2%+1%,Miconazole Nitrate + Hydrocortisone,Nipa Pharmaceuticals Ltd.,10 gm tube : ৳ 40.00
11723,Micoplex-B,,Vitamin B complex,Millat Pharmaceuticals Ltd.,Unit Price : ৳ 0.43
11724,Micoplex-B,,Vitamin B complex,Millat Pharmaceuticals Ltd.,100 ml bottle : ৳ 20.92
11725,Micoplex-M,,Multivitamin & Multimineral,Millat Pharmaceuticals Ltd.,Unit Price : ৳ 1.80
11726,Micoral,2% w/w,Miconazole Nitrate (Oral Gel),ACI Limited,15 gm tube : ৳ 60.18
11727,Micosina,2% w/w,Miconazole Nitrate (Oral Gel),Ibn Sina Pharmaceuticals Ltd.,15 gm tube : ৳ 60.00
11728,Micosone,2%+1%,Miconazole Nitrate + Hydrocortisone,ACI Limited,10 gm tube : ৳ 40.27
11729,Micosone,2%+1%,Miconazole Nitrate + Hydrocortisone,ACI Limited,10 gm tube : ৳ 40.27
11730,Micozol-HC,2%+1%,Miconazole Nitrate + Hydrocortisone,Gaco Pharmaceuticals Ltd.,10 gm tube : ৳ 40.12
11731,Micro,200 mg/5 ml,Albendazole,Alkad Laboratories,Price not available
11732,Microcef,200 mg,Cefixime Trihydrate,Concord Pharmaceuticals Ltd.,Unit Price : ৳ 30.09
11733,Microcef,100 mg/5 ml,Cefixime Trihydrate,Concord Pharmaceuticals Ltd.,30 ml bottle : ৳ 130.39
11734,Microcef,400 mg,Cefixime Trihydrate,Concord Pharmaceuticals Ltd.,Unit Price : ৳ 50.15
11735,Microgest,200 mg,Progesterone (Capsule),Renata Limited,Unit Price : ৳ 30.00
11736,Microgest,400 mg,Progesterone (Vaginal Pessary),Renata Limited,Unit Price : ৳ 50.00
11737,Microgest,100 mg,Progesterone (Capsule),Renata Limited,Unit Price : ৳ 15.00
11738,Microlon,0.02 mg+0.15 mg,Ethinyl Estradiol + Desogestrel (0.02 mg),Nuvista Pharma Ltd.,21 tablet pack : ৳ 90.30
11739,Mictrol,0.4 mg,Tamsulosin Hydrochloride,Radiant Pharmaceuticals Ltd.,Unit Price : ৳ 10.00
11740,Midolam,15 mg/3 ml,Midazolam,Opsonin Pharma Ltd.,3 ml ampoule : ৳ 75.28
11741,Midolam,5 mg/ml,Midazolam,Opsonin Pharma Ltd.,1 ml ampoule : ৳ 50.19
11742,Midolam,7.5 mg,Midazolam,Opsonin Pharma Ltd.,Unit Price : ৳ 8.03
11743,Midolam,15 mg,Midazolam,Opsonin Pharma Ltd.,Unit Price : ৳ 15.06
11744,Midorest,15 mg,Midazolam,Benham Pharmaceuticals Ltd.,Unit Price : ৳ 15.00
11745,Midorest,7.5 mg,Midazolam,Benham Pharmaceuticals Ltd.,Unit Price : ৳ 8.00
11746,Midothal,50 mg,Thalidomide,Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 30.00
11747,Midzo,7.5 mg,Midazolam,Renata Limited,Unit Price : ৳ 8.00
11748,Midzo,15 mg/3 ml,Midazolam,Renata Limited,3 ml ampoule : ৳ 75.00
11749,MIF,200 mg,Mifepristone,Renata Limited,Unit Price : ৳ 175.00
11750,Mifenac,75 mg+200 mcg,Diclofenac Sodium + Misoprostol,Rephco Pharmaceuticals Ltd.,Unit Price : ৳ 10.00
11751,Mifenac,50 mg+200 mcg,Diclofenac Sodium + Misoprostol,Rephco Pharmaceuticals Ltd.,Unit Price : ৳ 8.00
11752,Mifeston,200 mg,Mifepristone,Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 175.00
11753,Miganil,5 mg,Flunarizine,Globe Pharmaceuticals Ltd.,Unit Price : ৳ 3.00
11754,Miganil,10 mg,Flunarizine,Globe Pharmaceuticals Ltd.,Unit Price : ৳ 5.00
11755,Migesic,200 mg,Tolfenamic acid,Renata Limited,Unit Price : ৳ 10.00
11756,Migofen,1.5 mg,Pizotifen,Techno Drugs Ltd.,Unit Price : ৳ 6.00
11757,Migofen,0.5 mg,Pizotifen,Techno Drugs Ltd.,Unit Price : ৳ 3.00
11758,Migon,10 mg,Flunarizine,Drug International Ltd.,Unit Price : ৳ 5.00
11759,Migon,5 mg,Flunarizine,Drug International Ltd.,Unit Price : ৳ 3.00
11760,Migranex,0.5 mg,Pizotifen,Edruc Ltd.,Unit Price : ৳ 3.00
11761,Migranex,1.5 mg,Pizotifen,Edruc Ltd.,Unit Price : ৳ 7.01
11762,Migranil,0.5 mg,Pizotifen,Square Pharmaceuticals Ltd.,Unit Price : ৳ 3.01
11763,Migranil,1.5 mg,Pizotifen,Square Pharmaceuticals Ltd.,Unit Price : ৳ 7.04
11764,Migratol,200 mg,Tolfenamic acid,Beacon Pharmaceuticals Ltd.,Unit Price : ৳ 10.00
11765,Migrex,200 mg,Tolfenamic acid,Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 10.00
11766,Migrin,1 mg+100 mg,Ergotamine Tartrate + Caffeine,Skylab Pharmaceuticals Ltd.,Unit Price : ৳ 5.00
11767,Migrium,5 mg,Flunarizine,Opso Saline Ltd.,Unit Price : ৳ 3.50
11768,Migrium,10 mg,Flunarizine,Opso Saline Ltd.,Unit Price : ৳ 5.00
11769,Mikacin,500 mg/2 ml,Amikacin,Aristopharma Ltd.,2 ml ampoule : ৳ 45.00
11770,Mikacin,100 mg/2 ml,Amikacin,Aristopharma Ltd.,2 ml ampoule : ৳ 15.00
11771,Miki-H,2%+1%,Miconazole Nitrate + Hydrocortisone,Orion Pharma Ltd.,10 gm tube : ৳ 40.27
11772,Mikotrim,(200 mg+40 mg)/5 ml,Sulphamethoxazole + Trimethoprim,Pharmik Laboratories Ltd.,60 ml bottle : ৳ 21.25
11773,Milam,15 mg/3 ml,Midazolam,Eskayef Pharmaceuticals Ltd.,3 ml ampoule : ৳ 120.00
11774,Milam,15 mg,Midazolam,Eskayef Pharmaceuticals Ltd.,Unit Price : ৳ 20.00
11775,Milam,7.5 mg,Midazolam,Eskayef Pharmaceuticals Ltd.,Unit Price : ৳ 10.00
11776,Milast-A,500 mcg,Roflumilast,ACME Laboratories Ltd.,Unit Price : ৳ 13.54
11777,Milium,10 mg,Domperidone Maleate,Everest Pharmaceuticals Ltd.,Unit Price : ৳ 2.50
11778,Milk Aid,9000 IU,Lactase,ACI Limited,Unit Price : ৳ 15.00
11779,Milk Of Magnesia,400 mg/5 ml,Magnesium Hydroxide,Doctor’s Chemical Works Ltd.,114 ml bottle : ৳ 40.00
11780,Milk of Magnesia,400 mg/5 ml,Magnesium Hydroxide,Orion Pharma Ltd.,100 ml bottle : ৳ 50.15
11781,Milk Of Magnesia,400 mg/5 ml,Magnesium Hydroxide,Alkad Laboratories,100 ml bottle : ৳ 38.00
11782,Milk of Magnesia,400 mg/5 ml,Magnesium Hydroxide,Seema Pharmaceuticals Ltd.,Price not available
11783,Millat malam,0.1%+1%+2%,Dithranol + Boric Acid + Salicylic Acid,Millat Pharmaceuticals Ltd.,6.5 gm tube : ৳ 6.00
11784,Millat's ORS,13.95 gm,Oral Rehydration Salt [Powder],Millat Pharmaceuticals Ltd.,Unit Price : ৳ 3.43
11785,Milran,12.5 mg,Milnacipran Hydrochloride,Beacon Pharmaceuticals Ltd.,Unit Price : ৳ 6.02
11786,Milran,50 mg,Milnacipran Hydrochloride,Beacon Pharmaceuticals Ltd.,Unit Price : ৳ 15.05
11787,Miltefos,50 mg,Miltefosine,Popular Pharmaceuticals Ltd.,Unit Price : ৳ 165.00
11788,Mimi Kit,200 mg+200 mcg,Mifepristone + Misoprostol,Benham Pharmaceuticals Ltd.,5 tablet kit : ৳ 300.00
11789,Minia,1 mg/5 ml,Ketotifen Fumarate (Oral),Novo Healthcare and Pharma Ltd.,100 ml bottle : ৳ 45.13
11790,Minibet,100 mg,Ciprofibrate,Square Pharmaceuticals Ltd.,Unit Price : ৳ 15.00
11791,Minicod,,Multivitamin & Cod Liver Oil,Zenith Pharmaceuticals Ltd.,100 ml bottle : ৳ 80.00
11792,Minipil,0.075 mg,Norgestrel,Techno Drugs Ltd.,28 tablet : ৳ 39.20
11793,Minipress XL,5 mg,Prazosin Hydrochloride,Janata Traders,Unit Price : ৳ 21.18
11794,Minipress XL,2.5 mg,Prazosin Hydrochloride,Janata Traders,Unit Price : ৳ 13.60
11795,Minirfor,500 mg,Metformin Hydrochloride,Rephco Pharmaceuticals Ltd.,Unit Price : ৳ 4.00
11796,Minirfor,850 mg,Metformin Hydrochloride,Rephco Pharmaceuticals Ltd.,Unit Price : ৳ 6.00
11797,Minirin Melt,120 mcg,Desmopressin Acetate,Radiant Pharmaceuticals Ltd.,Unit Price : ৳ 90.00
11798,Minirin Melt,60 mcg,Desmopressin Acetate,Radiant Pharmaceuticals Ltd.,Unit Price : ৳ 53.00
11799,Minista,10 mg,Rupatadine Fumarate,Radiant Pharmaceuticals Ltd.,Unit Price : ৳ 12.04
11800,Minium,10 mg,Flunarizine,Opsonin Pharma Ltd.,Unit Price : ৳ 5.02
11801,Minium,5 mg,Flunarizine,Opsonin Pharma Ltd.,Unit Price : ৳ 3.51
11802,Minocin,50 mg,Minocycline Hydrochloride,UniMed UniHealth,Unit Price : ৳ 25.00
11803,Minolac,30 mg/ml,Ketorolac Tromethamine,ACI Limited,1 ml ampoule : ৳ 55.38
11804,Minolac,10 mg,Ketorolac Tromethamine,ACI Limited,Unit Price : ৳ 10.07
11805,Minolac,60 mg/2 ml,Ketorolac Tromethamine,ACI Limited,2 ml ampoule : ৳ 95.65
11806,Minomal R,350 mg,Aminophylline,Pacific Pharmaceuticals Ltd.,Unit Price : ৳ 2.20
11807,Minomal R,175 mg,Aminophylline,Pacific Pharmaceuticals Ltd.,Unit Price : ৳ 1.23
11808,Minomal SR,600 mg,Aminophylline,Pacific Pharmaceuticals Ltd.,Unit Price : ৳ 3.59
11809,Minopa,200 mg,Tolfenamic acid,Medicon Pharmaceuticals Ltd.,Unit Price : ৳ 7.39
11810,Minoxil,5%,Minoxidil,Opsonin Pharma Ltd.,60 ml bottle : ৳ 600.00
11811,Minzin,,Vitamin B Complex + Zinc,Orbit Pharmaceuticals Ltd.,100 ml bottle : ৳ 45.00
11812,Miotrol,2.5 mg,Zolmitriptan,Drug International Ltd.,Unit Price : ৳ 17.00
11813,Miovit,100 mg+200 mg+200 mcg,"Vitamin B1, B6 & B12",Somatec Pharmaceuticals Ltd.,Unit Price : ৳ 7.00
11814,Miptol,200 mg,Misoprostol,ACME Laboratories Ltd.,Unit Price : ৳ 15.04
11815,Mirabeg ER,50 mg,Mirabegron,General Pharmaceuticals Ltd.,Unit Price : ৳ 55.00
11816,Mirabeg ER,25 mg,Mirabegron,General Pharmaceuticals Ltd.,Unit Price : ৳ 30.00
11817,Miracal,500 mg,Calcium Carbonate,Navana Pharmaceuticals Ltd.,Unit Price : ৳ 4.50
11818,Miracal-D,500 mg+200 IU,Calcium Carbonate [Elemental source] + Vitamin D3,Navana Pharmaceuticals Ltd.,Unit Price : ৳ 6.50
11819,Miracal-J,250 mg,Calcium Carbonate,Navana Pharmaceuticals Ltd.,Unit Price : ৳ 2.00
11820,Miracal-M,,Calcium Carbonate + Vitamin D3 + Multimineral,Navana Pharmaceuticals Ltd.,Unit Price : ৳ 5.36
11821,Miracit,7.5 mg/5 ml,Butamirate Citrate,Aristopharma Ltd.,100 ml bottle : ৳ 80.00
11822,Miraflo,25 mg,Mirabegron,Eskayef Pharmaceuticals Ltd.,Unit Price : ৳ 30.00
11823,Miragon PR,25 mg,Mirabegron,ACI Limited,Unit Price : ৳ 30.00
11824,Mirakof,5 mg/ml,Butamirate Citrate,Square Pharmaceuticals Ltd.,15 ml bottle : ৳ 50.00
11825,Mirakof,7.5 mg/5 ml,Butamirate Citrate,Square Pharmaceuticals Ltd.,100 ml bottle : ৳ 80.24
11826,Mirakof SR,50 mg,Butamirate Citrate,Square Pharmaceuticals Ltd.,Unit Price : ৳ 10.07
11827,Mirapin,15 mg,Mirtazapine,Beacon Pharmaceuticals Ltd.,Unit Price : ৳ 9.03
11828,Mirapro,7.5 mg,Mirtazapine,Square Pharmaceuticals Ltd.,Unit Price : ৳ 6.00
11829,Mirapro,15 mg,Mirtazapine,Square Pharmaceuticals Ltd.,Unit Price : ৳ 9.00
11830,Mirasol XR,25 mg,Mirabegron,Beximco Pharmaceuticals Ltd.,Unit Price : ৳ 30.00
11831,Mirasol XR,50 mg,Mirabegron,Beximco Pharmaceuticals Ltd.,Unit Price : ৳ 55.00
11832,Miraten,7.5 mg/5 ml,Butamirate Citrate,Eskayef Pharmaceuticals Ltd.,100 ml bottle : ৳ 80.00
11833,Miraten,5 mg/ml,Butamirate Citrate,Eskayef Pharmaceuticals Ltd.,15 ml bottle : ৳ 50.00
11834,Mircera,75 µg/0.3 ml,Methoxy Polyethylene Glycol-Epoetin Beta,Radiant Pharmaceuticals Ltd.,"75 µg pre-filled syringe : ৳ 7,100.00"
11835,Mircera,100 µg/0.3 ml,Methoxy Polyethylene Glycol-Epoetin Beta,Radiant Pharmaceuticals Ltd.,"100 µg pre-filled syringe : ৳ 9,300.00"
11836,Mircera,50 µg/0.3 ml,Methoxy Polyethylene Glycol-Epoetin Beta,Radiant Pharmaceuticals Ltd.,"50 µg pre-filled syringe : ৳ 4,750.00"
11837,Mirez,15 mg,Mirtazapine,Healthcare Pharmaceuticals Ltd.,Unit Price : ৳ 8.00
11838,Mirez,30 mg,Mirtazapine,Healthcare Pharmaceuticals Ltd.,Unit Price : ৳ 15.00
11839,Mirez,7.5 mg,Mirtazapine,Healthcare Pharmaceuticals Ltd.,Unit Price : ৳ 6.50
11840,Mirolast,0.10%,Pemirolast Potassium,Incepta Pharmaceuticals Ltd.,10 ml drop : ৳ 75.00
11841,Mirtaz,7.5 mg,Mirtazapine,Sun Pharmaceutical Ltd.,Unit Price : ৳ 6.50
11842,Mirtaz,30 mg,Mirtazapine,Sun Pharmaceutical Ltd.,Unit Price : ৳ 18.00
11843,Mirtaz,15 mg,Mirtazapine,Sun Pharmaceutical Ltd.,Unit Price : ৳ 10.00
11844,Mirzalux,15 mg,Mirtazapine,SANDOZ (A Novartis Division),Unit Price : ৳ 10.00
11845,Mirzalux,30 mg,Mirtazapine,SANDOZ (A Novartis Division),Unit Price : ৳ 18.00
11846,Misoclo,50 mg+200 mcg,Diclofenac Sodium + Misoprostol,General Pharmaceuticals Ltd.,Unit Price : ৳ 10.07
11847,Misoclo,75 mg+200 mcg,Diclofenac Sodium + Misoprostol,General Pharmaceuticals Ltd.,Unit Price : ৳ 11.07
11848,Misofenac,50 mg+200 mcg,Diclofenac Sodium + Misoprostol,ACME Laboratories Ltd.,Unit Price : ৳ 10.07
11849,Misopa,200 mcg,Misoprostol,Beximco Pharmaceuticals Ltd.,Unit Price : ৳ 15.00
11850,Misotab,200 mcg,Misoprostol,Euro Pharma Ltd.,Unit Price : ৳ 15.00
11851,Misotab,600 mcg,Misoprostol,Euro Pharma Ltd.,Unit Price : ৳ 38.00
11852,Misotol,200 mcg,Misoprostol,Ziska Pharmaceuticals Ltd.,Unit Price : ৳ 15.00
11853,Mitaprex,15 mg,Mirtazapine,Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 8.00
11854,Mitaprex,7.5 mg,Mirtazapine,Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 6.00
11855,Mitaprex,30 mg,Mirtazapine,Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 15.00
11856,Mitargan,5 mg/5 ml,Promethazine Hydrochloride,Millat Pharmaceuticals Ltd.,100 ml bottle : ৳ 15.50
11857,Mithin,5% w/w,Permethrin,Edruc Ltd.,15 gm tube : ৳ 25.00
11858,Mitigal,2%,Miconazole Nitrate (Topical),Ad-din Pharmaceuticals Ltd.,10 gm tube : ৳ 30.00
11859,Mitomycin,2 mg/vial,Mitomycin C,Kyowa Hakko Kogyo,2 mg vial : ৳ 51.25
11860,Mitomycin,10 mg/vial,Mitomycin C,Kyowa Hakko Kogyo,10 mg vial : ৳ 230.55
11861,Mitomycin-C,1 mg,Mitomycin C,Kyowa Hakko Kogyo,Unit Price : ৳ 1.61
11862,Mitosan,80 mg,Telmisartan,SANDOZ (A Novartis Division),Unit Price : ৳ 21.00
11863,Mitosan,40 mg,Telmisartan,SANDOZ (A Novartis Division),Unit Price : ৳ 13.00
11864,Mitosan Plus,80 mg+12.5 mg,Telmisartan + Hydrochlorothiazide,SANDOZ (A Novartis Division),Unit Price : ৳ 21.00
11865,Mitosan Plus,40 mg+12.5 mg,Telmisartan + Hydrochlorothiazide,SANDOZ (A Novartis Division),Unit Price : ৳ 13.00
11866,Mitrazin,30 mg,Mirtazapine,General Pharmaceuticals Ltd.,Unit Price : ৳ 15.03
11867,Mitrazin,15 mg,Mirtazapine,General Pharmaceuticals Ltd.,Unit Price : ৳ 8.04
11868,Mitrazin,7.5 mg,Mirtazapine,General Pharmaceuticals Ltd.,Unit Price : ৳ 6.50
11869,Mitrocin,500 mg,Erythromycin (Oral),Millat Pharmaceuticals Ltd.,Unit Price : ৳ 8.51
11870,Mitrocin,250 mg,Erythromycin (Oral),Millat Pharmaceuticals Ltd.,Unit Price : ৳ 3.45
11871,Mitrocin,125 mg/5 ml,Erythromycin (Oral),Millat Pharmaceuticals Ltd.,100 ml bottle : ৳ 60.00
11872,Mitrocin DS,250 mg/5 ml,Erythromycin (Oral),Millat Pharmaceuticals Ltd.,100 ml bottle : ৳ 103.00
11873,Mixavit,,Multivitamin & Cod Liver Oil,Eskayef Pharmaceuticals Ltd.,100 ml bottle : ৳ 80.00
11874,Mixit,0.5 mg+10 mg,Flupentixol + Melitracen,Apex Pharmaceuticals Ltd.,Unit Price : ৳ 4.00
11875,Mixtard 30,30%+70% in 100 IU/ml,Insulin Human [rDNA] + Isophane Insulin Human,Novo Nordisk,3 ml penfill : ৳ 419.00
11876,Mixtard 30,30%+70% in 100 IU/ml,Insulin Human [rDNA] + Isophane Insulin Human,Novo Nordisk,3 ml flexpen : ৳ 421.00
